;;;;;;Bivalvia ;Obelia;Ctenophora;Cnidaria indet.;Spionidae;Bipinnaria ;Echinopluteus ;Scoloplos ;Nereis;Gastropoda;Crepidula ;Cypris ;Carcinus Zoea ;Carcinus Megalopa ;Pagurus;Lanice ;Magelona ;Appendicularia;Fritillaria;Podon;Evadne;Chaetognatha;Actiniaria 
Station 1;15.07.2019;53,03000;8,46000;surface - 1m;Petra Kadel;46;0;0;1;54;0;0;0;5;5;0;9;1;0;0;3;0;9;1;0;0;0;0
Station 1;18.07.2019;53,03000;8,46000;surface - 1m;Petra Kadel;44;0;0;0;51;0;0;0;4;3;0;4;0;0;0;8;0;60;9;0;0;0;0
Station 1;22.07.2019;53,03000;8,46000;surface - 1m;Petra Kadel;48;0;0;1;23;0;0;0;0;0;0;0;0;0;0;5;0;15;10;2;0;0;0
Station 1;25.07.2019;53,03000;8,46000;surface - 1m;Petra Kadel;15;0;0;1;22;0;0;0;0;0;0;4;0;0;0;0;0;19;2;6;0;0;0
Station 1;29.07.2019;53,03000;8,46000;surface - 1m;Petra Kadel;71;3;0;1;30;0;0;0;0;0;0;2;1;0;0;3;0;1;1;6;0;0;0
Station 1;01.08.2019;53,03000;8,46000;surface - 1m;Petra Kadel;210;0;0;0;41;0;0;0;1;0;2;0;0;0;0;0;0;3;0;0;0;0;0
Station 1;06.08.2019;53,03000;8,46000;surface - 1m;Petra Kadel;70;0;0;1;18;0;0;0;0;0;1;0;2;0;0;0;1;10;0;0;0;0;0
Station 1;08.08.2019;53,03000;8,46000;surface - 1m;Petra Kadel;51;0;0;0;8;0;0;0;0;0;1;0;0;0;0;0;0;12;0;0;0;0;0
Station 1;12.08.2019;53,03000;8,46000;surface - 1m;Petra Kadel;50;0;0;0;25;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Station 1;15.08.2019;53,03000;8,46000;surface - 1m;Petra Kadel;173;0;0;0;56;0;0;0;1;0;0;1;0;0;0;1;0;3;0;0;0;0;0
Station 1;19.08.2019;53,03000;8,46000;surface - 1m;Petra Kadel;111;0;0;0;24;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Station 1;22.08.2019;53,03000;8,46000;surface - 1m;Petra Kadel;149;1;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0
Station 1;26.08.2019;53,03000;8,46000;surface - 1m;Petra Kadel;67;0;0;0;20;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Station 1;12.09.2019;53,03000;8,46000;surface - 1m;Petra Kadel;81;0;0;0;35;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Station 1;16.09.2019;53,03000;8,46000;surface - 1m;Petra Kadel;200;0;0;0;16;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0
Station 1;19.09.2019;53,03000;8,46000;surface - 1m;Petra Kadel;182;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Station 1;23.09.2019;53,03000;8,46000;surface - 1m;Petra Kadel;190;0;0;0;49;0;0;0;0;0;0;0;0;0;0;1;0;23;1;1;0;0;0
Station 1;26.09.2019;53,03000;8,46000;surface - 1m;Petra Kadel;186;0;0;0;84;0;0;0;0;0;0;0;2;0;0;0;0;6;0;0;0;0;0
Station 1;07.10.2019;53,03000;8,46000;surface - 1m;Petra Kadel;143;0;0;0;27;0;0;0;0;1;0;0;0;0;0;1;0;10;0;0;0;0;0
Station 1;09.10.2019;53,03000;8,46000;surface - 1m;Petra Kadel;99;0;0;0;21;0;0;0;1;0;0;0;1;0;0;0;0;14;0;0;0;0;0
Station 1;14.10.2019;53,03000;8,46000;surface - 1m;Petra Kadel;220;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;7;0;0;0;0;0
Station 1;17.10.2019;53,03000;8,46000;surface - 1m;Petra Kadel;212;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;6;7;1;0;0;0
Station 1;21.10.2019;53,03000;8,46000;surface - 1m;Petra Kadel;130;0;0;0;9;0;0;0;0;2;0;0;0;0;0;0;0;3;2;1;0;0;0
Station 1;24.10.2019;53,03000;8,46000;surface - 1m;Petra Kadel;102;0;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0;6;3;0;0;0;0
Station 1;28.10.2019;53,03000;8,46000;surface - 1m;Petra Kadel;135;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;0;0
Station 1;31.10.2019;53,03000;8,46000;surface - 1m;Petra Kadel;102;0;0;0;18;0;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0
Station 1;04.11.2019;53,03000;8,46000;surface - 1m;Petra Kadel;53;0;0;0;4;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Station 1;07.11.2019;53,03000;8,46000;surface - 1m;Petra Kadel;67;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Station 1;11.11.2019;53,03000;8,46000;surface - 1m;Petra Kadel;22;0;0;0;16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Station 1;14.11.2019;53,03000;8,46000;surface - 1m;Petra Kadel;28;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Station 1;18.11.2019;53,03000;8,46000;surface - 1m;Petra Kadel;32;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0
Station 1;21.11.2019;53,03000;8,46000;surface - 1m;Petra Kadel;26;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0
Station 1;25.11.2019;53,03000;8,46000;surface - 1m;Petra Kadel;9;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Station 1;28.11.2019;53,03000;8,46000;surface - 1m;Petra Kadel;5;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Station 1;02.12.2019;53,03000;8,46000;surface - 1m;Petra Kadel;10;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Station 1;05.12.2019;53,03000;8,46000;surface - 1m;Petra Kadel;16;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Station 1;09.12.2019;53,03000;8,46000;surface - 1m;Petra Kadel;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Station 1;12.12.2019;53,03000;8,46000;surface - 1m;Petra Kadel;11;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
